player,pos,age,tm,g,gs,mp,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,ortg,drtg,ts,od,div
Gorgui Dieng,C,32,ATL,44,3,371,7,14.8,0.473,3.8,9,0.426,3.2,5.8,0.545,2.5,3.4,0.731,4.2,11.8,16,4.5,1.5,1.7,2.6,6.9,20.4,123,111,0.625920471281296,1.1081081081081081,SE
Spencer Dinwiddie,PG,28,TOT,67,51,1980,7.7,18.5,0.416,2.8,8.3,0.339,4.9,10.2,0.479,4.9,6.3,0.774,1.1,5.9,7,8.7,1.1,0.3,2.6,3.8,23.1,114,115,0.5429672809326815,0.991304347826087,NA
Spencer Dinwiddie,PG,28,WAS,44,44,1330,6.9,18.3,0.376,2.6,8.4,0.31,4.3,9.9,0.432,4.3,5.3,0.811,1.3,6.4,7.7,9.5,1,0.3,2.7,4,20.7,109,117,0.5016479255525397,0.9316239316239316,SE
Donte DiVincenzo,SG,25,TOT,42,1,1006,5.6,16.1,0.351,3.5,10.4,0.339,2.1,5.6,0.373,3.3,4,0.843,1.9,6.2,8.1,5.6,2.3,0.4,3.4,3.3,18.2,102,113,0.5095184770436729,0.9026548672566371,NA
Luka Dončić,PG,22,DAL,65,65,2301,14,30.7,0.457,4.4,12.4,0.353,9.6,18.2,0.528,8,10.7,0.744,1.2,11.7,13,12.4,1.6,0.8,6.4,3.2,40.4,110,107,0.57049254405784,1.02803738317757,SW
Luguentz Dort,SG,22,OKC,51,51,1665,8.6,21.2,0.404,3.8,11.4,0.332,4.8,9.8,0.487,4.7,5.6,0.843,1.1,5.1,6.2,2.6,1.3,0.5,2.6,4.4,25.7,104,115,0.5430189317106153,0.9043478260869565,NW
Ayo Dosunmu,SG,22,CHI,77,40,2110,6.4,12.4,0.52,1.6,4.3,0.376,4.8,8.1,0.596,1.2,1.8,0.679,0.6,4.3,5,5.9,1.4,0.7,2.5,4.2,15.7,113,115,0.5950576106731352,0.9826086956521739,C
Andre Drummond,C,28,TOT,73,36,1437,8.5,14.9,0.57,0,0.1,0,8.5,14.8,0.574,3,5.6,0.524,7.9,15.5,23.4,4.5,2.7,2.3,3.9,6.6,19.9,114,102,0.5730246486984565,1.1176470588235294,NA
Andre Drummond,C,28,PHI,49,12,902,7.1,13.2,0.538,0,0.1,0,7.1,13,0.542,2.3,4.5,0.512,7.5,16.4,23.9,5.4,3.1,2.5,4.4,6.7,16.5,110,100,0.5434782608695652,1.1,A
Chris Duarte,SG,24,IND,55,39,1541,8.5,19.7,0.432,3,8.1,0.369,5.5,11.6,0.475,2.9,3.6,0.804,1.3,5.9,7.2,3.6,1.8,0.3,2.9,3,22.9,104,117,0.5379627889494456,0.8888888888888888,C
Kevin Durant,PF,33,BRK,55,55,2047,13.7,26.4,0.518,2.7,7.1,0.383,11,19.3,0.568,8.8,9.7,0.91,0.7,9,9.6,8.3,1.1,1.2,4.5,2.7,38.9,121,112,0.6342115560193035,1.0803571428571428,A
Anthony Edwards,SG,20,MIN,72,72,2466,10.6,24,0.441,4.1,11.6,0.357,6.4,12.4,0.519,4.2,5.4,0.786,1.2,5.4,6.6,5.3,2,0.9,3.7,3.2,29.6,108,112,0.5611161662117076,0.9642857142857143,NW
Kessler Edwards,SF,21,BRK,48,23,987,5.4,13.1,0.412,2.4,6.7,0.353,3,6.4,0.473,0.8,0.9,0.842,2.2,6.3,8.4,1.5,1.4,1.2,2.1,4.2,13.9,100,113,0.5149673977474807,0.8849557522123894,A
CJ Elleby,SF,21,POR,58,28,1174,5,12.8,0.393,1.5,5.2,0.294,3.5,7.6,0.462,2.5,3.5,0.714,2.7,6.7,9.4,3.6,1.5,0.8,2.3,4.8,14.1,102,117,0.4916317991631799,0.8717948717948718,NW
Wayne Ellington,SG,34,LAL,43,9,810,5.8,14,0.414,4.9,12.5,0.389,0.9,1.5,0.615,0.5,0.7,0.818,0.6,4,4.6,1.8,1.4,0.3,1.1,2.5,17,113,116,0.5940732457366509,0.9741379310344828,P
Joel Embiid,C,27,PHI,68,68,2297,14.5,29,0.499,2,5.5,0.371,12.4,23.5,0.529,14.2,17.4,0.814,3.2,14.1,17.3,6.2,1.7,2.1,4.6,3.9,45.1,119,105,0.6151789611523353,1.1333333333333333,A
Drew Eubanks,C,24,TOT,71,31,1245,8.6,14.4,0.596,0.2,0.9,0.217,8.4,13.5,0.621,3.9,5.1,0.762,5.1,9.8,14.9,3.3,1.2,1.6,3.2,4.7,21.2,120,113,0.6368661379476088,1.0619469026548674,NA
Drew Eubanks,C,24,SAS,49,9,595,6.8,12.8,0.528,0.1,0.6,0.125,6.7,12.2,0.55,4.8,6.4,0.747,5.2,10.6,15.8,4,1,2.4,3.7,4.9,18.4,113,109,0.589139344262295,1.036697247706422,SW
Dorian Finney-Smith,PF,28,DAL,80,80,2644,6.2,13.2,0.471,3.3,8.3,0.395,2.9,4.9,0.599,1.1,1.6,0.675,2.3,4.8,7.1,2.9,1.7,0.7,1.5,3.5,16.8,119,110,0.6041426927502878,1.0818181818181818,SW
Malachi Flynn,PG,23,TOR,44,5,537,6.7,17,0.393,2.8,8.4,0.333,3.9,8.7,0.452,1.4,2.2,0.625,0.9,4.9,5.9,6.5,1.9,0.4,1.2,4.2,17.6,113,112,0.489759572573464,1.0089285714285714,A
Bryn Forbes,SG,28,TOT,75,2,1286,8.7,20.3,0.429,4.6,11.1,0.414,4.1,9.2,0.447,3,3.3,0.908,0.4,3.1,3.5,2.8,0.9,0.2,2.1,3.6,25,109,117,0.5746598013975726,0.9316239316239316,NA
Trent Forrest,PG,23,UTA,60,6,765,4.9,10,0.49,0.3,1.7,0.185,4.6,8.3,0.555,2.5,3.1,0.792,1.5,4.9,6.4,6.8,1.9,0.4,3.1,2.8,12.6,111,112,0.5543822597676874,0.9910714285714286,NW
Evan Fournier,SG,29,NYK,80,80,2358,8.5,20.5,0.417,5.1,13.1,0.389,3.4,7.3,0.465,1.7,2.4,0.708,0.7,3.7,4.5,3.6,1.7,0.4,2.2,3.8,23.9,109,113,0.5543700129894228,0.9646017699115044,A
De'Aaron Fox,PG,24,SAC,59,59,2083,11.9,25.2,0.473,1.7,5.8,0.297,10.2,19.5,0.524,6,8,0.75,0.6,4.8,5.3,7.6,1.6,0.6,3.9,4,31.6,107,117,0.5501392757660167,0.9145299145299145,P
Daniel Gafford,C,23,WAS,72,53,1444,9.8,14.1,0.693,0,0,0,9.8,14,0.695,3.7,5.2,0.699,5.3,8.6,13.9,2.3,1,3.4,2.2,5.8,23.2,134,111,0.7078350012204052,1.2072072072072073,SE
Danilo Gallinari,PF,33,ATL,66,18,1672,7.6,17.5,0.434,3.3,8.6,0.381,4.3,8.9,0.485,4.1,4.6,0.904,1,8,9.1,3,0.8,0.4,1.1,2.7,22.7,120,117,0.5813357918459332,1.0256410256410255,SE
Darius Garland,PG,22,CLE,68,68,2430,11.1,24.1,0.462,3.6,9.3,0.383,7.6,14.8,0.512,4.4,5,0.892,0.8,3.8,4.6,12,1.8,0.1,5.1,2.4,30.3,112,112,0.5760456273764258,1,C
Rudy Gay,PF,35,UTA,55,1,1038,7.5,18,0.414,3.3,9.7,0.345,4.1,8.4,0.494,3,3.8,0.785,2.6,8.9,11.5,2.7,1.2,0.9,2.2,4.5,21.2,110,110,0.5388369255795038,1,NW
Taj Gibson,C,36,NYK,52,4,946,4.5,8.8,0.518,0.8,2,0.395,3.8,6.8,0.555,2.2,2.8,0.808,4.7,7.5,12.1,1.7,1.2,2.1,1.4,7.2,12.1,127,110,0.6030701754385964,1.1545454545454545,A
Josh Giddey,SF,19,OKC,54,54,1700,8.1,19.2,0.419,1.6,6.1,0.263,6.4,13.1,0.492,1.6,2.3,0.709,2.8,9.3,12.1,9.9,1.5,0.6,4.9,2.5,19.3,97,112,0.47743914506233925,0.8660714285714286,NW
Shai Gilgeous-Alexander,PG,23,OKC,56,56,1942,12,26.4,0.453,2.2,7.4,0.3,9.7,18.9,0.514,8.2,10.2,0.81,0.9,6,7,8.3,1.8,1.2,3.9,3.6,34.4,111,113,0.5568505568505568,0.9823008849557522,NW
Anthony Gill,PF,29,WAS,44,0,463,6.6,11.6,0.569,1.5,2.8,0.538,5.1,8.9,0.578,4.5,5.6,0.808,3.5,5.6,9.1,2.9,0.5,1.2,1.9,6.2,19.2,132,117,0.68259385665529,1.1282051282051282,SE
Rudy Gobert,C,29,UTA,66,66,2120,8.4,11.8,0.713,0,0.1,0,8.4,11.7,0.718,7.1,10.2,0.69,5.6,16.9,22.6,1.7,1,3.2,2.8,4.1,23.9,137,103,0.7336689587426326,1.3300970873786409,NW
Aaron Gordon,PF,26,DEN,75,75,2376,9,17.2,0.52,1.8,5.4,0.335,7.2,11.9,0.605,3.5,4.7,0.743,2.6,6.5,9.1,3.9,0.9,0.9,2.7,3.1,23.2,115,114,0.6020344612829561,1.0087719298245614,NW
Eric Gordon,SG,33,HOU,57,46,1669,7.6,16.1,0.475,3.5,8.6,0.412,4.1,7.5,0.548,3,3.8,0.778,0.4,2.8,3.2,4.4,0.8,0.5,3.1,1.8,21.8,111,121,0.6133243304073823,0.9173553719008265,SW
Devonte' Graham,PG,26,NOP,76,63,2162,6.8,18.6,0.363,4.4,12.9,0.341,2.4,5.8,0.413,2.7,3.2,0.843,0.8,3.2,4,7.2,1.6,0.3,2.4,2.2,20.6,109,116,0.5147940823670532,0.9396551724137931,SW
Jerami Grant,PF,27,DET,47,47,1500,9.7,22.7,0.426,3,8.3,0.358,6.7,14.5,0.465,7.1,8.4,0.838,0.9,5.3,6.2,3.6,1.4,1.6,2.8,3.5,29.4,109,114,0.55690256099409,0.956140350877193,C
Danny Green,SF,34,PHI,62,28,1353,4.6,11.8,0.394,3.8,10,0.38,0.8,1.8,0.469,0.4,0.5,0.786,1.2,4.6,5.8,2.4,2.2,1.4,1.7,3.9,13.5,106,111,0.5615640599001663,0.954954954954955,A
Draymond Green,PF,31,GSW,46,44,1329,5,9.4,0.525,0.6,2,0.296,4.4,7.4,0.586,2.2,3.3,0.659,1.7,10.7,12.3,11.7,2.2,1.8,5.1,5,12.7,109,103,0.5851455952819756,1.058252427184466,P
Jalen Green,SG,19,HOU,67,67,2138,9,21.2,0.426,3.5,10.2,0.343,5.5,11,0.502,4.2,5.3,0.797,0.7,4.3,5,3.9,1,0.4,3,2.3,25.8,105,120,0.5481896991330953,0.875,SW
JaMychal Green,PF,31,DEN,67,8,1085,7.2,14.8,0.486,1.5,5.6,0.266,5.7,9.2,0.621,3.7,4.2,0.871,3.7,9,12.7,2.7,1.9,1.2,2.6,7.1,19.5,114,109,0.5856559346468044,1.0458715596330275,NW
Javonte Green,SF,28,CHI,65,45,1519,5.7,10.4,0.542,1.2,3.2,0.356,4.5,7.2,0.625,2.6,3.1,0.833,2.9,5.9,8.9,1.9,2.2,1,1,4.2,15,131,112,0.6375382522951376,1.1696428571428572,C
Jeff Green,PF,35,DEN,75,63,1849,7.3,14,0.524,1.4,4.5,0.315,5.9,9.6,0.62,4.4,5.3,0.833,1.1,5,6.1,2.5,0.7,0.7,1.9,4,20.5,119,115,0.6276022532451628,1.0347826086956522,NW
Josh Green,SG,21,DAL,67,3,1039,6.3,12.4,0.508,1.4,3.8,0.359,4.9,8.6,0.573,1.5,2.2,0.689,2.5,5.3,7.8,3.8,2.2,0.7,2.1,5.6,15.5,114,109,0.5797426690604428,1.0458715596330275,SW
Blake Griffin,C,32,BRK,56,24,958,6.7,15.8,0.425,1.9,7.3,0.262,4.8,8.5,0.565,2.8,3.8,0.724,3,8.5,11.5,5.3,1.4,0.7,1.6,4.8,18.2,115,113,0.5208333333333333,1.0176991150442478,A
Quentin Grimes,SG,21,NYK,46,6,786,6,15,0.404,4.6,12,0.381,1.5,2.9,0.5,0.8,1.2,0.684,1.5,4.5,6,2.8,2,0.7,1.8,4.6,17.5,111,111,0.5634981968057702,1,A
Rui Hachimura,PF,23,WAS,42,13,943,9.8,20,0.491,2.9,6.5,0.447,6.9,13.5,0.512,2.4,3.5,0.697,1.3,7.1,8.4,2.5,1.2,0.5,1.7,2.8,24.9,111,116,0.5779944289693594,0.9568965517241379,SE
Tyrese Haliburton,SG-PG,21,TOT,77,77,2695,7.7,16.3,0.473,2.9,7,0.414,4.8,9.3,0.517,2.9,3.4,0.842,1.1,4.5,5.6,11.3,2.4,0.9,3.6,2.2,21.2,119,115,0.5956394695437177,1.0347826086956522,NA
Tyrese Haliburton,SG,21,SAC,51,51,1757,7.3,16,0.457,2.8,6.9,0.413,4.5,9.1,0.491,2.4,2.8,0.837,1.1,4.4,5.4,10.4,2.4,0.9,3.1,1.9,19.9,117,115,0.577414113277623,1.017391304347826,P
R.J. Hampton,SG,20,ORL,64,14,1402,6,15.8,0.383,2.2,6.3,0.35,3.8,9.5,0.405,2.6,4,0.641,0.8,5.9,6.7,5.5,1.4,0.4,3,3.5,16.9,94,114,0.48120728929384954,0.8245614035087719,SE
Tim Hardaway Jr.,SG,29,DAL,42,20,1245,8.4,21.4,0.394,4.1,12.3,0.336,4.3,9.1,0.473,3.2,4.2,0.757,0.5,5.8,6.3,3.7,1.5,0.2,1.4,3,24.2,107,111,0.5204748795595321,0.963963963963964,SW
James Harden,PG,32,TOT,65,65,2419,8.2,20.1,0.41,3,9.1,0.33,5.2,11,0.476,9.5,10.8,0.877,1.1,9,10.1,13.5,1.7,0.7,5.7,3.1,29,115,111,0.5834540479639465,1.0360360360360361,NA
James Harden,PG,32,BRK,44,44,1627,8.7,21,0.414,3,9.1,0.332,5.7,11.9,0.476,9.1,10.4,0.869,1.3,9.2,10.5,13.3,1.7,0.9,6.3,3.1,29.5,112,111,0.576712543009071,1.009009009009009,A
Maurice Harkless,SF,28,SAC,47,24,863,4.6,10.1,0.459,1.7,5.6,0.307,2.9,4.5,0.65,1.1,1.6,0.714,0.7,5.6,6.2,1.3,1.6,1.3,1.7,4.3,12.1,101,115,0.5599777860051832,0.8782608695652174,P
Montrezl Harrell,C,28,TOT,71,3,1641,10.7,16.6,0.645,0.1,0.5,0.235,10.6,16.1,0.658,6.3,8.8,0.716,4.4,8.4,12.9,4.3,0.9,1.3,2.1,4.1,27.8,134,114,0.6789761625635014,1.1754385964912282,NA
Montrezl Harrell,C,28,WAS,46,3,1117,10.9,17,0.645,0.2,0.7,0.267,10.8,16.3,0.66,6.6,9.1,0.727,4.3,9.4,13.7,4.3,0.8,1.4,2.2,3.9,28.7,134,114,0.6832031993905924,1.1754385964912282,SE
Gary Harris,SG,27,ORL,61,30,1730,6.7,15.5,0.434,3.2,8.4,0.384,3.5,7,0.494,2.3,2.7,0.874,1,2.4,3.4,3,1.6,0.3,1.7,3.1,19,110,116,0.5692713326941515,0.9482758620689655,SE
Tobias Harris,PF,29,PHI,73,73,2543,9.7,20,0.482,2,5.4,0.367,7.7,14.7,0.525,3.3,4,0.842,1.5,8.2,9.7,4.9,0.9,0.8,2.3,3.2,24.7,113,112,0.5675551470588235,1.0089285714285714,A
Josh Hart,SG,26,TOT,54,53,1791,7.9,15.6,0.504,2,5.9,0.343,5.9,9.8,0.601,4.4,5.8,0.758,1.7,9,10.7,6.2,1.7,0.4,3.1,4.1,22.2,117,113,0.6115028646981049,1.0353982300884956,NA
Isaiah Hartenstein,C,23,LAC,68,0,1216,9.2,14.7,0.626,0.6,1.2,0.467,8.7,13.5,0.64,3.7,5.3,0.689,4.7,8.7,13.4,6.4,2,3.1,3.4,6.7,22.7,127,106,0.6663926726162518,1.1981132075471699,P
Jaxson Hayes,C,21,NOP,70,28,1398,8.7,14.1,0.616,0.7,2,0.351,7.9,12,0.66,5.1,6.6,0.766,4.1,7.1,11.1,1.5,1.2,1.9,1.9,5.5,23.1,132,113,0.6792519407198307,1.168141592920354,SW
Killian Hayes,PG,20,DET,66,40,1647,5.2,13.6,0.383,1.3,4.9,0.263,3.9,8.7,0.452,1.7,2.2,0.77,1.1,5.2,6.2,8.2,2.3,1,3.3,5.4,13.4,97,113,0.4599121361889072,0.8584070796460177,C
Gordon Hayward,SF,31,CHO,49,48,1564,8.7,18.9,0.459,2.6,6.8,0.391,6,12.2,0.496,3.9,4.6,0.846,1.2,5.7,6.9,5.4,1.4,0.7,2.5,2.6,23.9,113,116,0.5711145096539858,0.9741379310344828,SE
Willy Hernangómez,C,27,NOP,50,8,839,10,19.2,0.52,0.2,0.7,0.333,9.8,18.5,0.527,6.4,8.3,0.773,8.4,11.5,19.9,3.7,1.2,1.1,3,5.7,26.7,122,111,0.5841939436373184,1.0990990990990992,SW
Tyler Herro,SG,22,MIA,66,10,2151,11.7,26.1,0.447,4.1,10.2,0.399,7.6,15.9,0.477,4.4,5.1,0.868,0.7,6.9,7.7,6.1,1,0.2,4,2.2,31.8,107,111,0.560965283657917,0.963963963963964,SE
Buddy Hield,SG,29,TOT,81,32,2499,8.6,21.3,0.406,5.1,13.9,0.366,3.6,7.4,0.482,2.2,2.5,0.874,1.3,5.6,6.8,4.4,1.4,0.5,3,3.6,24.5,105,117,0.546875,0.8974358974358975,NA
Buddy Hield,SG,29,SAC,55,6,1574,8.1,21.2,0.382,5.6,15.1,0.368,2.5,6.1,0.419,2.4,2.8,0.87,1.3,5.4,6.8,3.2,1.5,0.5,2.8,3.5,24.2,103,117,0.5394079885877319,0.8803418803418803,P
George Hill,PG,35,MIL,54,17,1253,4.5,10.5,0.429,1.6,5.1,0.306,3,5.4,0.546,2.2,2.4,0.919,1.5,4.5,5.9,4.6,1.6,0.2,1.6,2.7,12.8,117,114,0.5538248528902734,1.0263157894736843,C
Aaron Holiday,PG,25,TOT,63,15,1021,7.2,16.2,0.447,1.9,4.9,0.379,5.4,11.3,0.477,2.8,3.3,0.868,1.2,4.7,5.9,7.3,2,0.4,3.2,4.4,19.2,108,113,0.5438477226376615,0.9557522123893806,NA
Jrue Holiday,PG,31,MIL,67,64,2207,10.4,20.8,0.501,2.9,7,0.411,7.5,13.8,0.547,3,3.9,0.761,1.5,5,6.6,9.9,2.4,0.6,4,2.9,26.7,117,112,0.5929117072304139,1.0446428571428572,C
Justin Holiday,SF-SG,32,TOT,74,65,2057,6.2,15.7,0.394,4.2,11.4,0.367,2,4.3,0.467,1.2,1.5,0.806,0.7,3.8,4.5,3,1.3,0.8,1.7,3.6,17.7,107,118,0.5409535452322738,0.9067796610169492,NA
Justin Holiday,SF,32,IND,49,40,1416,6.6,15.8,0.415,4.4,11.6,0.378,2.2,4.2,0.516,1.2,1.4,0.829,0.6,4,4.7,3.1,1.2,0.6,1.7,3.6,18.7,111,119,0.5695662768031189,0.9327731092436975,C
Richaun Holmes,C,28,SAC,45,37,1074,8.9,13.4,0.66,0.1,0.2,0.4,8.8,13.2,0.664,3.1,4,0.778,4.2,10,14.2,2.2,0.8,1.8,2.5,5.7,21,127,114,0.6926121372031662,1.1140350877192982,P
Rodney Hood,PF-SF,29,TOT,52,0,709,3.9,10.7,0.369,2,6.2,0.33,1.9,4.5,0.424,1.2,1.3,0.895,1,4.2,5.2,2.6,1,0.4,0.7,2.1,11.1,108,115,0.4923704755145494,0.9391304347826087,NA
Al Horford,C,35,BOS,69,69,2005,6.6,14.1,0.467,2.2,6.6,0.336,4.4,7.5,0.582,2,2.4,0.842,2.7,10.5,13.1,5.7,1.2,2.3,1.6,3.2,17.4,124,104,0.5740300870942201,1.1923076923076923,A
Talen Horton-Tucker,SG,21,LAL,60,19,1511,7.1,17.1,0.416,1.6,5.8,0.269,5.6,11.3,0.492,3.2,4,0.8,1.2,4.9,6.1,5,1.9,0.9,2.6,4.7,18.9,102,114,0.5010604453870624,0.8947368421052632,P
Danuel House Jr.,SF,28,TOT,42,7,727,5.4,13.3,0.404,3,7.9,0.376,2.4,5.4,0.444,3,3.9,0.759,1.2,6.2,7.5,3,1.4,1.1,2.2,3.4,16.7,108,113,0.5560735215769845,0.9557522123893806,NA
Dwight Howard,C,36,LAL,60,27,971,6.6,10.8,0.612,0.4,0.7,0.533,6.2,10.1,0.618,4.7,7.2,0.658,5.8,11.7,17.6,1.7,1.7,1.8,2.3,5.7,18.4,128,109,0.6586483390607102,1.1743119266055047,P
Kevin Huerter,SF,23,ATL,74,60,2188,7.7,17.1,0.454,3.6,9.2,0.389,4.2,7.8,0.53,0.9,1.2,0.808,0.7,5,5.7,4.6,1.2,0.6,2,4.2,20,112,117,0.5672793283412753,0.9572649572649573,SE
De'Andre Hunter,SF,24,ATL,53,52,1577,7.9,17.9,0.442,2.3,6.1,0.379,5.6,11.8,0.474,4,5.2,0.765,0.8,4.7,5.5,2.1,1.1,0.7,2.2,4.8,22.1,106,117,0.5473548642758075,0.905982905982906,SE
Bones Hyland,SG,21,DEN,69,4,1310,8.6,21.4,0.403,4.9,13.4,0.366,3.7,8,0.465,4,4.7,0.856,0.5,6.5,7,7.2,1.5,0.7,3.2,5.7,26.1,109,112,0.5560763592977672,0.9732142857142857,NW
Serge Ibaka,C,32,TOT,54,12,877,8.2,16.4,0.5,2.1,5.5,0.374,6.2,10.9,0.563,1.8,2.4,0.727,3.4,10.4,13.9,2.7,0.6,1.8,2.4,5.7,20.2,112,110,0.5785976168652612,1.018181818181818,NA
Joe Ingles,SF,34,UTA,45,15,1122,5.1,12.6,0.404,3.4,9.9,0.347,1.6,2.6,0.617,0.7,1,0.773,0.5,5.2,5.8,7,1,0.2,2,3.6,14.3,117,114,0.5483128834355829,1.0263157894736843,NW
Brandon Ingram,SF,24,NOP,55,55,1869,12,26,0.461,2,6,0.327,10,20,0.501,7,8.5,0.826,0.9,7.5,8.5,8.1,0.9,0.7,4,3.1,32.9,111,115,0.5531271015467384,0.9652173913043478,SW
Frank Jackson,PG,23,DET,53,7,1164,8.1,20.2,0.402,3.6,11.7,0.308,4.5,8.6,0.529,3.6,4.4,0.827,0.8,2.9,3.6,2.3,1.1,0.4,1.6,3.7,23.5,106,118,0.5308095410191543,0.8983050847457628,C
Jaren Jackson Jr.,PF,22,MEM,78,78,2126,9.7,23.3,0.415,2.9,9,0.319,6.8,14.3,0.476,6.4,7.8,0.823,2.7,7.5,10.2,1.9,1.6,4,2.9,6.1,28.6,109,106,0.5349393984737394,1.028301886792453,SW
Josh Jackson,SF,24,TOT,51,3,830,7,17.6,0.4,1.9,7.6,0.254,5.1,10,0.512,3.2,4.5,0.714,1.2,7,8.3,3.2,1.5,1.3,2.8,5.2,19.2,95,114,0.4902962206332992,0.8333333333333334,NA
Reggie Jackson,SG,31,LAC,75,75,2337,10,25.6,0.392,3.5,10.7,0.326,6.5,14.9,0.439,2.9,3.4,0.847,0.8,4.9,5.7,7.5,1.2,0.3,3.6,3.3,26.5,99,113,0.48900206672571594,0.8761061946902655,P
LeBron James,C,37,LAL,56,56,2084,14.7,28.1,0.524,3.7,10.3,0.359,11,17.8,0.62,5.8,7.7,0.756,1.4,9.1,10.6,8,1.7,1.4,4.5,2.8,39,117,111,0.6192835365853658,1.054054054054054,P
Ty Jerome,SG,24,OKC,48,4,801,7.5,19.9,0.378,3.3,11.3,0.29,4.3,8.6,0.493,2.3,2.9,0.809,1.2,3.6,4.7,6.6,1.8,0.3,2.2,4.4,20.7,103,115,0.48876086135247454,0.8956521739130435,NW
Isaiah Joe,SG,22,PHI,55,1,609,5.1,14.5,0.35,3.7,11.1,0.333,1.4,3.4,0.405,2.4,2.5,0.935,0.5,4.1,4.6,2.9,1.1,0.2,1.6,3.8,16.2,103,115,0.5192307692307693,0.8956521739130435,A
Cameron Johnson,PF,25,PHO,66,16,1730,7.8,16.9,0.46,4.6,10.9,0.425,3.1,6,0.523,2.7,3.2,0.86,1.2,6.4,7.6,2.8,1.6,0.4,1.3,3.1,22.9,123,109,0.625409656980555,1.128440366972477,NA
